,class,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
108,building ,2.31,273,1.95,216.35,2.46,2.45,182.14,230.64,236.26,6.8,9.5,8.73,1.52,0.49,0.47,6.34,1.35,0.56,-0.12,162,3746.42,4.09,1014,2.97,204.27,4.8,4.3,173.04,217.22,222.54,15.07,18.03,17.79,1.77,0.67,0.34,7.45,1.16,0.6,-0.11,548,2115.85,5.06,1615,2.36,207.04,4.4,5.23,175.55,220.02,225.56,13.52,16.2,16.21,1.52,0.69,0.04,7.37,0.99,0.46,-0.11,840,1945.26,5.06,1615,2.36,207.04,4.4,5.23,175.55,220.02,225.56,13.52,16.2,16.21,1.52,0.69,0.04,7.37,0.99,0.46,-0.11,840,1945.26,5.06,1615,2.36,207.04,4.4,5.23,175.55,220.02,225.56,13.52,16.2,16.21,1.52,0.69,0.04,7.37,0.99,0.46,-0.11,840,1945.26,5.63,8056,2.54,218.46,3.56,5.65,191.72,230.64,233.02,18.44,18.78,18.47,1.09,0.85,0.54,7.77,1.55,0.34,-0.09,2028,893.98,5.63,8056,2.54,218.46,3.56,5.65,191.72,230.64,233.02,18.44,18.78,18.47,1.09,0.85,0.54,7.77,1.55,0.34,-0.09,2028,893.98
109,grass ,1.44,73,0.95,172.08,1.48,1.52,180.96,167.49,167.79,19.65,18.4,17.11,1.33,0.59,0.77,6.27,1.68,0.49,0.04,52,3291.16,2.28,598,1.96,153.57,2.65,2.99,158.1,149.42,153.18,24.01,28.19,26.65,4.4,0.72,0.52,7.93,0.9,0.96,0.03,292,2294.3,2.83,1013,2.17,152.17,3.08,3.47,146.92,153.1,156.48,30.17,32.7,31.02,3.47,0.81,0.44,8.49,0.97,0.91,-0.02,442,1533.05,3.63,1722,2.31,148.61,4.72,4.68,142.7,149.6,153.53,36.17,35.95,34.73,4.33,0.86,0.5,8.9,1.0,0.89,-0.02,776,1104.69,3.63,1722,2.31,148.61,4.72,4.68,142.7,149.6,153.53,36.17,35.95,34.73,4.33,0.86,0.5,8.9,1.0,0.89,-0.02,776,1104.69,3.63,1722,2.31,148.61,4.72,4.68,142.7,149.6,153.53,36.17,35.95,34.73,4.33,0.86,0.5,8.9,1.0,0.89,-0.02,776,1104.69,6.57,6571,2.87,130.57,5.73,6.77,122.37,132.73,136.6,50.03,48.44,47.2,1.53,0.88,0.26,9.38,1.24,0.19,-0.04,2196,879.41
110,tree ,3.03,212,1.93,151.26,2.78,3.23,215.23,108.11,130.44,12.93,9.61,9.78,1.69,0.66,0.51,6.98,1.38,0.66,0.33,188,3142.42,3.27,613,1.74,151.64,2.69,3.43,205.29,115.82,133.81,26.97,19.37,18.79,1.52,0.86,0.59,7.9,1.51,0.65,0.28,340,930.28,3.93,1676,1.76,142.86,2.47,4.03,197.67,106.2,124.72,25.96,20.6,20.7,1.47,0.86,0.5,8.42,1.53,0.56,0.3,660,1040.39,2.89,2105,1.56,135.66,2.24,3.02,186.03,102.13,118.83,35.07,22.71,24.06,1.68,0.91,0.56,8.73,1.54,0.69,0.29,554,683.06,2.89,2105,1.56,135.66,2.24,3.02,186.03,102.13,118.83,35.07,22.71,24.06,1.68,0.91,0.56,8.73,1.54,0.69,0.29,554,683.06,2.4,2451,1.44,141.99,1.92,2.52,194.08,107.14,124.75,38.33,25.15,27.23,1.68,0.93,0.68,8.73,1.71,0.67,0.29,500,533.34,2.4,2451,1.44,141.99,1.92,2.52,194.08,107.14,124.75,38.33,25.15,27.23,1.68,0.93,0.68,8.73,1.71,0.67,0.29,500,533.34
111,tree ,2.74,341,1.45,127.72,2.56,2.9,199.07,84.89,99.21,14.89,11.64,12.45,1.65,0.72,0.68,7.37,1.64,0.58,0.4,214,2204.29,2.53,478,1.92,125.49,3.1,2.61,189.02,87.83,99.61,26.9,22.48,20.11,1.16,0.84,0.69,7.73,1.71,0.4,0.37,228,1031.58,2.53,478,1.92,125.49,3.1,2.61,189.02,87.83,99.61,26.9,22.48,20.11,1.16,0.84,0.69,7.73,1.71,0.4,0.37,228,1031.58,6.55,3478,2.31,113.64,4.39,6.6,167.43,80.27,93.23,30.68,21.31,20.72,1.01,0.89,0.42,8.79,1.38,0.53,0.35,1558,792.35,4.8,5243,1.69,120.71,2.97,4.87,174.84,86.95,100.32,32.19,22.92,22.02,1.37,0.9,0.62,8.89,1.71,0.38,0.34,1410,708.99,4.8,5243,1.69,120.71,2.97,4.87,174.84,86.95,100.32,32.19,22.92,22.02,1.37,0.9,0.62,8.89,1.71,0.38,0.34,1410,708.99,4.8,5243,1.69,120.71,2.97,4.87,174.84,86.95,100.32,32.19,22.92,22.02,1.37,0.9,0.62,8.89,1.71,0.38,0.34,1410,708.99
112,concrete ,1.22,331,0.62,171.45,1.33,1.7,149.52,181.65,183.18,7.8,8.22,7.93,5.44,0.39,0.9,6.64,1.26,0.95,-0.1,124,4137.66,2.9,1837,2.72,170.15,5.27,3.58,151.44,178.33,180.69,12.33,10.88,11.02,3.83,0.72,0.4,7.46,0.76,0.97,-0.08,614,1898.14,2.9,1837,2.72,170.15,5.27,3.58,151.44,178.33,180.69,12.33,10.88,11.02,3.83,0.72,0.4,7.46,0.76,0.97,-0.08,614,1898.14,3.35,3975,3.2,172.68,5.97,4.2,153.9,180.79,183.37,17.01,16.5,16.17,3.98,0.8,0.29,7.85,0.64,0.97,-0.08,1058,1267.58,3.19,4207,3.13,174.92,5.64,4.01,155.86,183.22,185.67,18.69,19.19,18.68,3.98,0.81,0.29,7.99,0.64,0.97,-0.08,1040,1211.87,2.71,8451,2.41,171.57,3.11,3.44,157.06,177.21,180.44,30.78,24.05,23.22,4.17,0.91,0.58,8.62,0.93,0.97,-0.06,1266,604.31,5.19,21265,3.56,176.46,8.85,5.32,176.79,174.97,177.63,33.0,26.69,25.35,1.54,0.92,0.17,8.86,0.94,0.25,0.01,3104,530.61
113,building ,2.75,230,1.27,205.99,2.27,2.9,198.1,228.7,191.19,10.03,10.04,10.07,1.61,0.41,0.67,6.83,1.66,0.45,-0.07,176,4007.52,1.31,1021,0.67,195.02,1.32,1.53,186.74,216.36,181.97,16.94,18.13,17.81,3.05,0.55,0.89,7.77,1.72,0.83,-0.07,196,2688.01,1.24,1052,0.65,193.52,1.28,1.45,185.27,214.57,180.71,19.17,21.07,19.33,3.05,0.59,0.89,7.81,1.74,0.82,-0.07,188,2339.91,1.24,1052,0.65,193.52,1.28,1.45,185.27,214.57,180.71,19.17,21.07,19.33,3.05,0.59,0.89,7.81,1.74,0.82,-0.07,188,2339.91,2.64,1712,2.35,182.56,3.72,2.71,183.91,191.16,172.6,25.23,38.63,25.34,1.31,0.73,0.48,8.25,1.42,0.61,-0.02,448,1753.86,2.64,1712,2.35,182.56,3.72,2.71,183.91,191.16,172.6,25.23,38.63,25.34,1.31,0.73,0.48,8.25,1.42,0.61,-0.02,448,1753.86,2.64,1712,2.35,182.56,3.72,2.71,183.91,191.16,172.6,25.23,38.63,25.34,1.31,0.73,0.48,8.25,1.42,0.61,-0.02,448,1753.86
114,tree ,1.85,196,1.11,144.82,2.15,2.18,216.13,100.32,118.02,11.57,9.78,8.87,2.71,0.7,0.73,6.76,1.57,0.76,0.37,122,2527.56,1.57,560,0.64,149.27,1.76,1.63,218.35,106.49,122.96,19.6,15.56,14.37,1.46,0.87,0.85,7.54,2.07,0.44,0.34,154,984.95,4.11,1172,2.83,145.26,4.03,4.21,203.97,109.6,122.22,24.65,16.68,15.09,1.36,0.9,0.35,8.18,1.32,0.4,0.3,576,803.85,4.6,1681,2.95,137.63,4.93,4.71,195.54,102.53,114.81,31.53,21.4,21.04,1.41,0.9,0.35,8.49,1.25,0.39,0.31,772,688.76,4.6,1681,2.95,137.63,4.93,4.71,195.54,102.53,114.81,31.53,21.4,21.04,1.41,0.9,0.35,8.49,1.25,0.39,0.31,772,688.76,6.58,7402,2.28,118.51,4.44,6.62,158.7,93.62,103.22,49.26,34.21,34.06,1.19,0.92,0.31,9.25,1.32,0.53,0.26,2278,580.31,6.03,8405,2.12,123.1,3.91,6.09,162.83,98.66,107.81,50.5,36.7,36.11,1.19,0.93,0.37,9.2,1.4,0.59,0.25,2232,535.54
115,concrete ,2.07,598,1.07,225.31,2.25,2.33,199.29,237.18,239.45,4.98,5.74,5.68,2.33,0.57,0.73,5.87,1.76,0.67,-0.09,228,2648.33,2.47,3874,1.38,227.9,2.07,2.66,203.43,239.22,241.04,6.28,6.68,6.78,2.09,0.67,0.77,6.24,1.72,0.73,-0.08,662,1990.36,2.75,11511,1.17,228.72,2.09,2.85,204.12,240.13,241.93,6.14,7.51,7.4,1.65,0.7,0.8,6.22,2.09,0.53,-0.08,1222,1804.9,2.22,14775,1.09,228.62,1.86,2.31,204.0,240.09,241.77,6.82,9.08,8.85,1.73,0.73,0.82,6.32,2.12,0.57,-0.08,1122,1540.17,2.22,14775,1.09,228.62,1.86,2.31,204.0,240.09,241.77,6.82,9.08,8.85,1.73,0.73,0.82,6.32,2.12,0.57,-0.08,1122,1540.17,2.22,14775,1.09,228.62,1.86,2.31,204.0,240.09,241.77,6.82,9.08,8.85,1.73,0.73,0.82,6.32,2.12,0.57,-0.08,1122,1540.17,3.45,28702,1.86,227.76,2.35,3.52,203.21,239.13,240.93,8.31,9.88,9.56,1.44,0.76,0.76,6.49,1.94,0.6,-0.08,2384,1223.34
116,soil ,2.48,178,1.53,206.79,2.67,2.7,207.49,206.84,206.03,10.09,12.04,12.46,1.73,0.59,0.53,6.69,1.45,0.64,0.0,144,3088.8,2.25,1499,1.39,186.85,1.84,2.47,191.63,184.53,184.39,13.51,15.79,15.9,2.3,0.76,0.8,7.67,1.73,0.74,0.02,382,1698.44,1.89,1651,0.84,184.76,1.66,2.07,189.8,182.24,182.25,14.32,16.91,16.81,2.31,0.79,0.87,7.73,1.87,0.74,0.02,336,1477.52,1.89,1651,0.84,184.76,1.66,2.07,189.8,182.24,182.25,14.32,16.91,16.81,2.31,0.79,0.87,7.73,1.87,0.74,0.02,336,1477.52,1.89,1651,0.84,184.76,1.66,2.07,189.8,182.24,182.25,14.32,16.91,16.81,2.31,0.79,0.87,7.73,1.87,0.74,0.02,336,1477.52,1.89,1651,0.84,184.76,1.66,2.07,189.8,182.24,182.25,14.32,16.91,16.81,2.31,0.79,0.87,7.73,1.87,0.74,0.02,336,1477.52,1.89,1651,0.84,184.76,1.66,2.07,189.8,182.24,182.25,14.32,16.91,16.81,2.31,0.79,0.87,7.73,1.87,0.74,0.02,336,1477.52
117,grass ,2.29,547,1.5,170.65,2.17,2.69,221.75,136.66,153.52,6.54,7.15,6.49,3.0,0.51,0.69,6.35,1.37,0.86,0.24,252,2662.91,1.83,2800,0.62,164.25,1.56,1.99,216.92,128.69,147.15,8.34,9.35,8.69,2.14,0.68,0.87,6.83,2.03,0.66,0.26,422,1938.99,1.83,2800,0.62,164.25,1.56,1.99,216.92,128.69,147.15,8.34,9.35,8.69,2.14,0.68,0.87,6.83,2.03,0.66,0.26,422,1938.99,1.83,2800,0.62,164.25,1.56,1.99,216.92,128.69,147.15,8.34,9.35,8.69,2.14,0.68,0.87,6.83,2.03,0.66,0.26,422,1938.99,2.5,7391,1.79,169.5,2.27,2.51,221.78,134.11,152.62,9.23,12.23,11.11,1.04,0.73,0.68,7.04,1.88,0.37,0.25,864,1671.21,3.08,12685,2.16,170.66,2.27,3.12,220.14,137.23,154.61,10.34,15.12,13.5,1.26,0.76,0.67,7.22,1.76,0.55,0.23,1406,1559.91,2.92,19209,1.71,172.63,2.14,2.94,220.51,140.37,157.01,10.68,17.7,15.32,1.13,0.76,0.5,7.28,1.7,0.6,0.22,1630,1558.88
118,building ,1.28,1732,0.5,244.37,1.2,1.32,228.16,252.54,252.4,8.88,3.87,3.88,1.51,0.68,0.93,6.92,2.19,0.43,-0.05,220,2066.26,1.25,1817,0.46,244.28,1.2,1.29,228.61,252.11,252.13,9.09,5.38,4.77,1.59,0.64,0.93,6.97,2.17,0.47,-0.05,220,2290.76,1.2,2098,0.53,242.61,1.35,1.22,226.11,250.68,251.03,11.97,8.44,7.79,1.23,0.75,0.88,7.19,2.28,0.27,-0.05,224,1644.02,1.2,2098,0.53,242.61,1.35,1.22,226.11,250.68,251.03,11.97,8.44,7.79,1.23,0.75,0.88,7.19,2.28,0.27,-0.05,224,1644.02,1.2,2098,0.53,242.61,1.35,1.22,226.11,250.68,251.03,11.97,8.44,7.79,1.23,0.75,0.88,7.19,2.28,0.27,-0.05,224,1644.02,1.2,2098,0.53,242.61,1.35,1.22,226.11,250.68,251.03,11.97,8.44,7.79,1.23,0.75,0.88,7.19,2.28,0.27,-0.05,224,1644.02,1.2,2098,0.53,242.61,1.35,1.22,226.11,250.68,251.03,11.97,8.44,7.79,1.23,0.75,0.88,7.19,2.28,0.27,-0.05,224,1644.02
119,tree ,2.29,154,1.68,128.57,2.9,2.58,169.71,99.93,116.08,14.71,9.18,9.81,2.44,0.72,0.6,6.85,1.3,0.79,0.26,128,2233.77,3.85,1135,1.85,118.18,3.27,4.11,153.31,94.74,106.5,27.85,21.85,21.74,2.01,0.84,0.55,8.4,1.35,0.8,0.24,554,1179.25,3.05,1592,1.7,126.21,2.63,3.25,163.02,101.23,114.37,30.13,23.16,24.21,1.96,0.86,0.67,8.59,1.57,0.76,0.23,518,997.78,3.05,1592,1.7,126.21,2.63,3.25,163.02,101.23,114.37,30.13,23.16,24.21,1.96,0.86,0.67,8.59,1.57,0.76,0.23,518,997.78,3.05,1592,1.7,126.21,2.63,3.25,163.02,101.23,114.37,30.13,23.16,24.21,1.96,0.86,0.67,8.59,1.57,0.76,0.23,518,997.78,3.57,2330,1.82,133.78,2.71,3.66,167.63,111.89,121.83,44.26,39.45,36.72,1.46,0.91,0.57,8.86,1.71,0.29,0.2,706,639.62,3.57,2330,1.82,133.78,2.71,3.66,167.63,111.89,121.83,44.26,39.45,36.72,1.46,0.91,0.57,8.86,1.71,0.29,0.2,706,639.62
120,building ,1.67,1227,0.75,238.7,1.64,1.74,210.94,252.52,252.63,7.41,3.54,3.56,1.7,0.52,0.84,6.53,2.03,0.61,-0.09,244,2511.18,1.67,1227,0.75,238.7,1.64,1.74,210.94,252.52,252.63,7.41,3.54,3.56,1.7,0.52,0.84,6.53,2.03,0.61,-0.09,244,2511.18,1.67,1227,0.75,238.7,1.64,1.74,210.94,252.52,252.63,7.41,3.54,3.56,1.7,0.52,0.84,6.53,2.03,0.61,-0.09,244,2511.18,1.67,1227,0.75,238.7,1.64,1.74,210.94,252.52,252.63,7.41,3.54,3.56,1.7,0.52,0.84,6.53,2.03,0.61,-0.09,244,2511.18,1.67,1227,0.75,238.7,1.64,1.74,210.94,252.52,252.63,7.41,3.54,3.56,1.7,0.52,0.84,6.53,2.03,0.61,-0.09,244,2511.18,1.3,2391,0.46,226.96,1.56,1.3,202.65,237.78,240.45,22.02,27.49,25.93,1.0,0.83,0.87,7.46,2.32,0.18,-0.08,254,638.02,1.3,2391,0.46,226.96,1.56,1.3,202.65,237.78,240.45,22.02,27.49,25.93,1.0,0.83,0.87,7.46,2.32,0.18,-0.08,254,638.02
121,building ,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675.0,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675.0,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675.0,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675.0,1.56,2782,0.79,210.06,1.75,1.59,198.94,233.4,197.83,19.37,21.2,29.52,1.31,0.76,0.79,7.47,2.22,0.24,-0.08,336,1351.99,1.56,2782,0.79,210.06,1.75,1.59,198.94,233.4,197.83,19.37,21.2,29.52,1.31,0.76,0.79,7.47,2.22,0.24,-0.08,336,1351.99,1.56,2782,0.79,210.06,1.75,1.59,198.94,233.4,197.83,19.37,21.2,29.52,1.31,0.76,0.79,7.47,2.22,0.24,-0.08,336,1351.99
122,building ,2.14,2766,0.76,234.72,1.45,2.18,199.83,251.85,252.47,6.49,4.9,4.25,1.25,0.28,0.89,6.39,2.3,0.22,-0.12,458,3137.89,2.14,2766,0.76,234.72,1.45,2.18,199.83,251.85,252.47,6.49,4.9,4.25,1.25,0.28,0.89,6.39,2.3,0.22,-0.12,458,3137.89,2.37,6576,1.04,233.95,1.33,2.41,199.88,250.38,251.6,7.66,7.07,5.63,1.4,0.46,0.89,6.66,2.23,0.38,-0.11,782,2662.74,2.37,6576,1.04,233.95,1.33,2.41,199.88,250.38,251.6,7.66,7.07,5.63,1.4,0.46,0.89,6.66,2.23,0.38,-0.11,782,2662.74,1.4,7358,0.5,230.46,1.21,1.43,196.87,246.37,248.14,15.8,17.96,16.18,1.39,0.69,0.92,6.96,2.27,0.41,-0.11,490,1058.08,1.4,7358,0.5,230.46,1.21,1.43,196.87,246.37,248.14,15.8,17.96,16.18,1.39,0.69,0.92,6.96,2.27,0.41,-0.11,490,1058.08,1.4,7358,0.5,230.46,1.21,1.43,196.87,246.37,248.14,15.8,17.96,16.18,1.39,0.69,0.92,6.96,2.27,0.41,-0.11,490,1058.08
123,building ,1.33,5767,0.52,223.35,1.19,1.65,177.27,242.47,250.32,5.83,5.77,4.99,3.88,0.09,0.98,6.36,1.65,0.88,-0.16,502,3816.45,1.29,8553,0.44,223.21,1.13,1.78,177.01,242.4,250.23,5.94,5.85,5.17,5.42,0.15,0.97,6.4,1.4,0.94,-0.16,658,3756.37,1.08,9195,0.39,223.84,1.06,1.49,178.52,242.82,250.19,8.41,6.25,5.55,5.38,0.47,0.98,6.61,1.42,0.94,-0.15,572,2534.28,1.08,9195,0.39,223.84,1.06,1.49,178.52,242.82,250.19,8.41,6.25,5.55,5.38,0.47,0.98,6.61,1.42,0.94,-0.15,572,2534.28,1.08,9195,0.39,223.84,1.06,1.49,178.52,242.82,250.19,8.41,6.25,5.55,5.38,0.47,0.98,6.61,1.42,0.94,-0.15,572,2534.28,1.08,9195,0.39,223.84,1.06,1.49,178.52,242.82,250.19,8.41,6.25,5.55,5.38,0.47,0.98,6.61,1.42,0.94,-0.15,572,2534.28,1.08,9195,0.39,223.84,1.06,1.49,178.52,242.82,250.19,8.41,6.25,5.55,5.38,0.47,0.98,6.61,1.42,0.94,-0.15,572,2534.28
124,building ,2.14,755,1.69,215.06,2.53,2.26,187.65,234.81,222.72,8.57,8.48,7.8,1.75,0.3,0.63,6.7,1.51,0.83,-0.11,248,3489.04,2.14,755,1.69,215.06,2.53,2.26,187.65,234.81,222.72,8.57,8.48,7.8,1.75,0.3,0.63,6.7,1.51,0.83,-0.11,248,3489.04,1.92,1195,1.8,217.44,2.05,1.97,193.87,232.68,225.78,16.38,14.87,13.67,1.54,0.72,0.74,7.56,1.85,0.62,-0.09,272,1837.04,1.51,1239,1.41,215.11,1.97,1.56,191.6,230.22,223.5,20.87,20.25,18.95,1.54,0.73,0.77,7.59,1.91,0.62,-0.09,220,1412.09,1.51,1239,1.41,215.11,1.97,1.56,191.6,230.22,223.5,20.87,20.25,18.95,1.54,0.73,0.77,7.59,1.91,0.62,-0.09,220,1412.09,1.2,2222,0.62,202.99,1.31,1.21,178.75,219.2,211.01,22.99,20.7,21.28,1.16,0.85,0.87,7.89,2.28,0.22,-0.1,228,999.3,1.2,2222,0.62,202.99,1.31,1.21,178.75,219.2,211.01,22.99,20.7,21.28,1.16,0.85,0.87,7.89,2.28,0.22,-0.1,228,999.3
125,car ,1.0,88,0.22,234.51,1.11,1.12,208.5,246.48,248.56,12.3,11.29,8.81,2.0,0.44,0.93,6.08,1.78,0.6,-0.08,42,4213.84,1.0,94,0.21,229.01,1.04,1.08,203.76,240.55,242.73,23.15,26.56,25.2,2.0,0.43,0.97,6.13,1.8,0.58,-0.08,42,3423.81,1.0,94,0.21,229.01,1.04,1.08,203.76,240.55,242.73,23.15,26.56,25.2,2.0,0.43,0.97,6.13,1.8,0.58,-0.08,42,3423.81,1.25,225,0.64,173.45,1.33,1.33,149.34,183.78,187.22,63.46,66.77,65.38,1.77,0.76,0.87,7.17,1.96,0.44,-0.1,80,1652.39,1.25,225,0.64,173.45,1.33,1.33,149.34,183.78,187.22,63.46,66.77,65.38,1.77,0.76,0.87,7.17,1.96,0.44,-0.1,80,1652.39,3.13,2706,1.86,112.58,2.53,3.36,99.39,116.71,121.65,50.1,53.91,53.36,2.09,0.87,0.62,8.47,1.46,0.81,-0.08,700,879.82,3.13,2706,1.86,112.58,2.53,3.36,99.39,116.71,121.65,50.1,53.91,53.36,2.09,0.87,0.62,8.47,1.46,0.81,-0.08,700,879.82
126,tree ,2.36,172,1.76,87.65,2.48,2.52,119.3,67.27,76.37,30.87,20.15,19.68,1.58,0.81,0.6,7.18,1.53,0.43,0.28,132,1575.07,2.98,317,1.74,95.08,2.93,3.43,120.8,79.83,84.61,31.08,25.66,22.71,2.62,0.78,0.53,7.73,1.26,0.81,0.2,244,1799.44,3.29,1053,1.25,110.6,2.39,3.45,152.11,84.11,95.58,41.23,32.13,30.91,1.61,0.86,0.67,8.66,1.8,0.41,0.29,448,991.71,3.84,1326,2.02,114.47,2.79,4.06,146.76,96.36,100.29,39.22,38.84,29.89,1.67,0.86,0.58,8.76,1.58,0.57,0.21,592,997.94,5.89,3679,3.04,136.88,6.36,5.92,177.65,113.42,119.57,41.79,38.04,33.29,1.14,0.91,0.3,9.16,1.09,0.54,0.22,1436,660.01,6.2,6804,2.95,143.74,5.33,6.47,185.05,120.09,126.07,39.41,40.41,33.57,1.69,0.9,0.4,9.16,1.16,0.7,0.21,2134,705.43,6.2,6804,2.95,143.74,5.33,6.47,185.05,120.09,126.07,39.41,40.41,33.57,1.69,0.9,0.4,9.16,1.16,0.7,0.21,2134,705.43
127,building ,1.63,2169,0.62,241.98,1.66,1.66,222.67,251.78,251.5,7.47,4.57,5.22,1.17,0.53,0.85,6.71,2.27,0.14,-0.06,310,2695.81,1.81,2819,0.74,241.34,1.73,1.84,222.46,250.75,250.83,9.36,7.94,7.76,1.15,0.5,0.82,6.87,2.24,0.3,-0.06,390,2427.21,1.81,2819,0.74,241.34,1.73,1.84,222.46,250.75,250.83,9.36,7.94,7.76,1.15,0.5,0.82,6.87,2.24,0.3,-0.06,390,2427.21,2.11,3647,0.85,238.92,1.67,2.13,220.63,247.91,248.21,12.81,12.55,11.99,1.03,0.63,0.82,7.18,2.22,0.29,-0.06,514,1861.17,2.11,3647,0.85,238.92,1.67,2.13,220.63,247.91,248.21,12.81,12.55,11.99,1.03,0.63,0.82,7.18,2.22,0.29,-0.06,514,1861.17,2.11,3647,0.85,238.92,1.67,2.13,220.63,247.91,248.21,12.81,12.55,11.99,1.03,0.63,0.82,7.18,2.22,0.29,-0.06,514,1861.17,2.11,3647,0.85,238.92,1.67,2.13,220.63,247.91,248.21,12.81,12.55,11.99,1.03,0.63,0.82,7.18,2.22,0.29,-0.06,514,1861.17
128,shadow ,1.94,2114,1.01,29.4,1.49,1.98,22.97,30.57,34.66,6.0,6.0,6.46,1.43,0.26,0.87,6.34,2.23,0.3,-0.14,364,3513.38,1.76,8022,0.83,29.89,1.47,2.38,23.38,31.11,35.17,6.49,6.85,7.07,4.99,0.33,0.87,6.46,1.53,0.91,-0.14,854,3189.91,1.76,8022,0.83,29.89,1.47,2.38,23.38,31.11,35.17,6.49,6.85,7.07,4.99,0.33,0.87,6.46,1.53,0.91,-0.14,854,3189.91,2.71,9870,1.44,34.58,2.36,3.06,27.48,35.99,40.26,11.53,13.6,13.84,2.7,0.79,0.83,6.97,1.64,0.85,-0.13,1218,1315.11,2.87,11871,1.37,36.02,2.03,3.22,28.66,37.59,41.81,11.38,13.85,13.96,2.61,0.78,0.7,7.11,1.49,0.87,-0.13,1404,1402.21,2.87,11871,1.37,36.02,2.03,3.22,28.66,37.59,41.81,11.38,13.85,13.96,2.61,0.78,0.7,7.11,1.49,0.87,-0.13,1404,1402.21,2.87,11871,1.37,36.02,2.03,3.22,28.66,37.59,41.81,11.38,13.85,13.96,2.61,0.78,0.7,7.11,1.49,0.87,-0.13,1404,1402.21
129,grass ,2.07,175,1.3,165.07,2.16,2.27,185.21,155.22,154.8,11.41,14.91,15.68,1.93,0.58,0.73,6.63,1.65,0.68,0.09,120,3118.54,1.66,290,0.96,157.39,2.05,1.7,175.61,148.03,148.52,21.37,20.41,20.42,1.23,0.72,0.74,7.13,1.92,0.43,0.09,116,1657.25,2.65,2115,1.54,142.98,2.1,2.88,174.32,123.66,130.96,26.5,27.97,25.13,2.2,0.81,0.82,8.4,1.76,0.74,0.17,530,1344.12,2.49,2138,1.53,144.06,2.08,2.71,175.12,124.88,132.17,27.45,30.21,27.59,2.2,0.81,0.82,8.4,1.78,0.74,0.17,502,1319.1,4.52,5588,2.13,136.74,3.49,4.57,170.97,115.18,124.08,40.2,34.08,32.02,1.15,0.89,0.2,9.19,1.31,0.63,0.19,1366,767.76,4.52,5588,2.13,136.74,3.49,4.57,170.97,115.18,124.08,40.2,34.08,32.02,1.15,0.89,0.2,9.19,1.31,0.63,0.19,1366,767.76,4.52,5588,2.13,136.74,3.49,4.57,170.97,115.18,124.08,40.2,34.08,32.02,1.15,0.89,0.2,9.19,1.31,0.63,0.19,1366,767.76
